,0,1,2,3,4,5
0,0.47468069564564874,0.011533204550702168,0.4459653236362439,1.0,0.9111231595054756,0.9866931169656262
1,0.4716493188159515,0.020869998674903953,0.4432319286392472,1.0,0.912974009829274,0.9869151243271713
2,0.4687305333228471,0.030435370113679663,0.44063130208106865,1.0,0.9148514192994318,0.9871411406199914
3,0.46593963914428765,0.04023719478329969,0.43817998424676285,1.0,0.9167555460086939,0.9873712327532056
4,0.46329325402081395,0.05028368041612964,0.43589585368224215,1.0,0.9186865115443259,0.9876054657788077
5,0.46080938881195105,0.06058338172938855,0.4337981885046403,1.0,0.9206443959735915,0.9878439024120479
6,0.4585075195075304,0.07114521619709317,0.4319077210033139,1.0,0.9226292322702399,0.988086602488531
7,0.4564086538814302,0.08197848042309949,0.4302466832018807,1.0,0.9246410001210061,0.9883336223504493
8,0.45453539046332814,0.09309286710700396,0.4288388408160092,1.0,0.9266796190444092,0.9885850141534458
9,0.452911967208145,0.10449848258717942,0.4277095128640454,1.0,0.9287449407467296,0.9888408250846278
10,0.4515642969867414,0.11620586493614046,0.4268855740984012,1.0,0.9308367406318147,0.9891010964811391
11,0.45051998683477473,0.12822600257249311,0.42639543745885594,1.0,0.9329547083722772,0.989365862837466
12,0.4498083378142758,0.14057035334059242,0.4262690139396393,1.0,0.935098437439593,0.989635150688288
13,0.4494603224028936,0.1532508639933456,0.4265376476431299,1.0,0.9372674134795181,0.9899089773521714
14,0.44950853656799455,0.16627998999491087,0.4272340243899034,1.0,0.9394610014070153,0.9901873495197223
15,0.44998712414248737,0.17967071553786615,0.4283920530806393,1.0,0.9416784310814404,0.9904702616679708
16,0.45093167182277866,0.19343657364316783,0.43004672005415145,1.0,0.9439187814079749,0.9907576942807194
17,0.4523790740673926,0.20759166618022584,0.4322339179272578,1.0,0.9461809626951345,0.9910496118523411
18,0.45436736837559843,0.22215068360792864,0.43499025177790274,1.0,0.9484636970805579,0.9913459606500833
19,0.4569355428284483,0.2371289241945737,0.4383528269554943,1.0,0.9507654968180914,0.9916466662072457
20,0.4601233193072499,0.25254231242440534,0.4423590241592323,1.0,0.9530846401984342,0.9919516305167237
21,0.46397091736196516,0.2684074162396989,0.44704626858700514,1.0,0.9554191448532289,0.9922607288912836
22,0.46851880515295163,0.28474146269875844,0.45245180079182257,1.0,0.9577667381685511,0.9925738064536127
23,0.4738074450869116,0.30156235155039596,0.45861245727105765,1.0,0.9601248245083129,0.9928906742156516
24,0.4798770425657292,0.3188886661327833,0.46556446866897055,1.0,0.9624904489213232,0.9932111047030185
25,0.48676730653936534,0.3367396808972528,0.4733432827553017,1.0,0.9648602569779267,0.9935348270765234
26,0.4945172302158161,0.3551353647336803,0.4819834180695197,1.0,0.9672304503536483,0.9938615216989011
27,0.5031648993036474,0.3740963791313777,0.49151835236779035,1.0,0.9695967377486728,0.9941908140910868
28,0.5127473335827455,0.39364407004567603,0.5019804479052701,1.0,0.9719542807041068,0.9945222682187466
29,0.5233003655183195,0.4138004521531832,0.513400913292383,1.0,0.9742976338498711,0.9948553790465455
30,0.5348585572067796,0.43458818396561966,0.5258097993562834,1.0,0.9766206790961708,0.995189564295053
31,0.5474551543579128,0.4560305320307599,0.5392360242840032,1.0,0.9789165532626919,0.9955241553335469
32,0.5611220734715896,0.47815132217713646,0.5537074214579893,1.0,0.981177568629384,0.9958583871417661
33,0.5758899160370438,0.5009748754549307,0.5692508019095603,1.0,0.9833951258930121,0.9961913872753189
34,0.591788001607574,0.5245259260877091,0.5858920222524466,1.0,0.9855596190284873,0.9965221637737796
35,0.6088444100700335,0.548829518378138,0.6036560483096562,1.0,0.9876603315882291,0.9968495919582366
36,0.6270860223672564,0.5739108791068188,0.6225670043652608,1.0,0.9896853240325021,0.9971724000773124
37,0.6465385483220963,0.5997952615302642,0.6426481979843706,1.0,0.9916213117761654,0.9974891537786841
38,0.6672265299943873,0.6265077566280551,0.6639221105634322,1.0,0.9934535337716173,0.9977982394084743
39,0.6891733090937999,0.6540730667804605,0.6864103441142969,1.0,0.9951656116344542,0.9980978461753183
40,0.7124009472824966,0.6825152365914728,0.7101335151775904,1.0,0.9967393995702124,0.9983859472616201
41,0.7369300886501428,0.7118573351301107,0.7351110871530496,1.0,0.9981548256919934,0.9986602800239084
42,0.7627797541689476,0.7421210834750158,0.7613611327022842,1.0,0.9993897257463548,0.9989183254999705
43,0.7896356714658991,0.7730020147750166,0.7885690788056595,0.9995805052428652,1.0,0.9987381462919032
44,0.8175112821563455,0.8045112781954888,0.8167473750472151,0.9987836900410862,1.0,0.9981585233246735
45,0.8469251822243852,0.8371607515657623,0.8464136273250177,0.9982484737050524,1.0,0.9978145015433241
46,0.8779349637763781,0.871013465627215,0.8776253709274799,0.9980061658814344,1.0,0.997733831345779
47,0.9106035420653306,0.9061371841155236,0.9104454960870986,0.998091439104773,1.0,0.997947248775001
48,0.9449997292660982,0.9426048565121413,0.944942788982174,0.9985426883684424,1.0,0.9984888014547217
49,0.9811988523851891,0.9804951237809453,0.9811925192508066,0.9994024277942369,1.0,0.9993962100152007
50,0.9994024277942369,1.0,0.9993962100152007,0.9811988523851891,0.9804951237809453,0.9811925192508066
51,0.9985426883684424,1.0,0.9984888014547217,0.9449997292660982,0.9426048565121413,0.944942788982174
52,0.998091439104773,1.0,0.997947248775001,0.9106035420653306,0.9061371841155236,0.9104454960870986
53,0.9980061658814344,1.0,0.997733831345779,0.877934963776378,0.8710134656272147,0.8776253709274797
54,0.9982484737050523,1.0,0.9978145015433241,0.846925182224385,0.837160751565762,0.8464136273250175
55,0.9987836900410861,1.0,0.9981585233246735,0.8175112821563454,0.8045112781954886,0.8167473750472148
56,0.9995805052428652,1.0,0.9987381462919032,0.7896356714658991,0.7730020147750166,0.7885690788056595
57,1.0,0.9993897257463548,0.9989183254999705,0.7627797541689476,0.7421210834750158,0.7613611327022842
58,1.0,0.9981548256919934,0.9986602800239084,0.7369300886501428,0.7118573351301107,0.7351110871530496
59,1.0,0.9967393995702124,0.9983859472616201,0.7124009472824966,0.6825152365914728,0.7101335151775904
60,1.0,0.9951656116344543,0.9980978461753183,0.6891733090937999,0.6540730667804604,0.6864103441142969
61,1.0,0.9934535337716172,0.9977982394084743,0.6672265299943869,0.6265077566280549,0.6639221105634319
62,1.0,0.9916213117761651,0.9974891537786839,0.646538548322096,0.599795261530264,0.6426481979843701
63,1.0,0.9896853240325021,0.9971724000773124,0.6270860223672564,0.5739108791068188,0.6225670043652608
64,1.0,0.9876603315882291,0.9968495919582366,0.6088444100700335,0.548829518378138,0.6036560483096562
